"teamPerformanceID","seasonID","teamID","team","date","dateID","home","opponent","opponentTeamID","win","offRtg","defRtg","netRtg","pace","ptsPerScoringAttempt","ftPercent","2PtPercent","3PtPercent","offRebPercent","defRebPercent","assistPercent","blockPercent","simpleRPI","margin","ptsScored","ptsAllowed","teamPerformanceID","seasonID","teamID","team","date","dateID","home","opponent","opponentTeamID","win","offRtg","defRtg","netRtg","pace","ptsPerScoringAttempt","ftPercent","2PtPercent","3PtPercent","offRebPercent","defRebPercent","assistPercent","blockPercent","simpleRPI","margin","ptsScored","ptsAllowed"
339,3,4,"Indiana","2018-03-22",2955,1,"Purdue ",12,1,119.1,79.9,39.2,62.5,1.27,100,59,42.9,30.4,60.5,41.4,19.6,48,22,73,51,203,3,12,"Purdue","2018-03-22",2955,0,"Indiana ",4,0,79.9,119.1,-39.2,62.5,0.78,50,34.8,31.2,39.5,69.6,61.9,12.8,29,-22,51,73
1000,2,9,"Northwestern","2016-12-31",2509,1,"Purdue ",12,1,101,83.2,17.8,73.7,1.13,90.9,46.7,47.1,29.4,63.9,69,17.8,43,16,76,60,218,2,12,"Purdue","2016-12-31",2509,0,"Northwestern ",9,0,83.2,101,-17.8,73.7,0.92,70.6,46.7,16.7,36.1,70.6,69.6,4.4,64,-16,60,76
1659,2,2,"Michigan St.","2017-01-04",2513,0,"Purdue ",12,0,79,95.7,-16.7,68.7,0.8,57.1,44.2,19,47.5,75.7,65.2,4.5,43,-12,54,66,219,2,12,"Purdue","2017-01-04",2513,1,"Michigan St. ",2,1,95.7,79,16.7,68.7,0.99,81,45.5,23.1,24.3,52.5,73.9,7,48,12,66,54
487,2,11,"Penn St.","2017-01-07",2516,0,"Purdue ",12,0,76,94.2,-18.2,67.5,0.82,53.3,46.5,8.3,29.7,58.1,42.9,9.3,43,-13,51,64,220,2,12,"Purdue","2017-01-07",2516,1,"Penn St. ",11,1,94.2,76,18.2,67.5,0.91,52.4,44.2,29.4,41.9,70.3,54.2,11.6,74,13,64,51
1791,2,14,"Wisconsin","2017-01-11",2520,1,"Purdue ",12,0,81.1,117,-35.8,68.9,0.89,33.3,41.9,35.3,48.6,63.9,41.7,14,43,-22,57,79,221,2,12,"Purdue","2017-01-11",2520,0,"Wisconsin ",14,1,117,81.1,35.8,68.9,1.1,61.1,51.2,40,36.1,51.4,76.7,14,197,22,79,57
618,2,10,"Ohio St.","2017-01-15",2524,0,"Purdue ",12,1,79.2,75.1,4.2,75.8,0.81,76.2,34.6,23.1,34.8,71.4,52.4,17.4,43,5,61,56,222,2,12,"Purdue","2017-01-15",2524,1,"Ohio St. ",10,0,75.1,79.2,-4.2,75.8,0.82,68.8,45.7,6.7,28.6,65.2,72.7,13.5,17,-5,56,61
361,2,4,"Indiana","2017-01-19",2528,1,"Purdue ",12,1,106.2,85,21.3,70.1,1.11,50,51.1,46.7,29.4,83.9,60,0,43,14,74,60,223,2,12,"Purdue","2017-01-19",2528,0,"Indiana ",4,0,85,106.2,-21.3,70.1,1.01,68.8,42.5,41.7,16.1,70.6,36.4,11.1,49,-14,60,74
1664,2,2,"Michigan St.","2017-01-22",2531,1,"Purdue ",12,0,91.8,103.9,-12.1,72.5,0.99,75,45,36,36.8,76.2,77.8,11.1,43,-10,66,76,224,2,12,"Purdue","2017-01-22",2531,0,"Michigan St. ",2,1,103.9,91.8,12.1,72.5,1.35,86.7,66.7,38.5,23.8,63.2,65.5,12.5,48,10,76,66
1411,2,8,"Nebraska","2017-01-26",2535,0,"Purdue ",12,0,59.9,117.2,-57.4,75.1,0.83,69.2,45.5,13.3,9.4,67.7,70.6,0,43,-43,45,88,225,2,12,"Purdue","2017-01-26",2535,1,"Nebraska ",8,1,117.2,59.9,57.4,75.1,1.17,82.4,60.8,25,32.3,90.6,68.6,9.1,157,43,88,45
1142,2,6,"Maryland","2017-02-02",2542,0,"Purdue ",12,1,117.4,98.6,18.8,71.7,1.04,70.8,46.3,37.5,54.8,53.7,51.6,3.8,43,15,85,70,226,2,12,"Purdue","2017-02-02",2542,1,"Maryland ",6,0,98.6,117.4,-18.8,71.7,0.95,68.4,46.2,23.1,46.3,45.2,66.7,13,15,-15,70,85
880,2,3,"Illinois","2017-02-05",2545,1,"Purdue ",12,0,94.3,108.3,-13.9,67.2,1.09,66.7,55.3,33.3,21.4,47.1,48.1,13.5,43,-8,64,72,227,2,12,"Purdue","2017-02-05",2545,0,"Illinois ",3,1,108.3,94.3,13.9,67.2,1.1,50,43.2,52.6,52.9,78.6,69.2,2.6,179,8,72,64
1281,2,1,"Michigan","2017-02-08",2548,0,"Purdue ",12,1,107.9,89.6,18.3,67.9,1.13,66.7,52.6,40,48.3,72.7,60.7,6.8,43,10,72,62,228,2,12,"Purdue","2017-02-08",2548,1,"Michigan ",1,0,89.6,107.9,-18.3,67.9,1,46.2,56.8,16.7,27.3,51.7,66.7,18.4,31,-10,62,72
496,2,11,"Penn St.","2017-02-11",2551,1,"Purdue ",12,1,109.5,106.3,3.2,70.4,0.97,79.4,39.2,28.6,34.1,75,37.5,13.7,43,6,79,73,229,2,12,"Purdue","2017-02-11",2551,0,"Penn St. ",11,0,106.3,109.5,-3.2,70.4,1.06,83.3,41.2,58.3,25,65.9,60.7,9.8,74,-6,73,79
757,2,13,"Rutgers","2017-02-15",2555,1,"Purdue ",12,0,68,92.3,-24.3,60.7,0.59,60,24,25,37.3,60.5,75,15,43,-13,42,55,230,2,12,"Purdue","2017-02-15",2555,0,"Rutgers ",13,1,92.3,68,24.3,60.7,0.86,62.5,45,18.8,39.5,62.7,47.6,14,198,13,55,42
95,2,5,"Iowa","2017-02-19",2559,0,"Purdue ",12,0,66.5,92.5,-26,78,0.72,63.6,36.7,16.7,17.4,57.9,52.4,8.3,43,-20,52,72,231,2,12,"Purdue","2017-02-19",2559,1,"Iowa ",5,1,92.5,66.5,26,78,0.99,60,50,23.1,42.1,82.6,66.7,12.2,45,20,72,52
1543,2,7,"Minnesota","2017-02-23",2563,1,"Purdue ",12,0,83.7,106.5,-22.8,63.7,0.81,55.6,34.8,33.3,41.5,51.3,35,9.8,43,-13,54,67,232,2,12,"Purdue","2017-02-23",2563,0,"Minnesota ",7,1,106.5,83.7,22.8,63.7,0.96,65.2,41.5,33.3,48.7,58.5,65.2,13,55,13,67,54
1014,2,9,"Northwestern","2017-02-26",2566,0,"Purdue ",12,0,89.8,92.8,-3,65.7,0.91,75,41,30,30.8,69.7,77.3,23.1,43,-2,59,61,233,2,12,"Purdue","2017-02-26",2566,1,"Northwestern ",9,1,92.8,89.8,3,65.7,1,80,48.7,29.4,30.3,69.2,50,5.1,64,2,61,59
887,2,3,"Illinois","2017-03-02",2570,0,"Purdue ",12,0,88.9,107.4,-18.6,66.2,0.98,77.8,50,28,30.3,77.4,59.1,5.3,43,-14,58,72,234,2,12,"Purdue","2017-03-02",2570,0,"Illinois ",3,1,107.4,88.9,18.6,66.2,1.12,68.4,57.9,29.4,22.6,69.7,70.4,23.3,179,14,72,58
372,2,4,"Indiana","2017-03-03",2571,0,"Purdue ",12,0,93.4,100.6,-7.2,64.9,0.89,90.9,40,27.3,43.9,78,68.2,6.8,43,-6,60,66,235,2,12,"Purdue","2017-03-03",2571,0,"Indiana ",4,1,100.6,93.4,7.2,64.9,0.96,75,34.1,47.1,22,56.1,60.9,15,49,6,66,60
630,2,10,"Ohio St.","2017-03-04",2572,0,"Purdue ",12,0,84.4,97.4,-13,72,0.75,46.7,44,13,40.4,60,56,31.1,43,-11,60,71,236,2,12,"Purdue","2017-03-04",2572,0,"Ohio St. ",10,1,97.4,84.4,13,72,1.06,91.3,28.9,72.7,40,59.6,76.2,4,17,11,71,60
1151,2,6,"Maryland","2017-03-05",2573,0,"Purdue ",12,1,101.8,88.1,13.7,72.7,1.2,83.3,60.5,33.3,28.6,68.4,62.1,14.3,43,10,74,64,237,2,12,"Purdue","2017-03-05",2573,0,"Maryland ",6,0,88.1,101.8,-13.7,72.7,0.96,92.9,42.9,27.8,31.6,71.4,56.5,5.3,15,-10,64,74
2080,2,15,"Notre Dame","2017-03-19",2587,1,"Purdue ",12,1,115.7,107.9,7.7,67.6,1.1,82.4,46.7,50,36.6,66.7,61.8,5.7,43,6,88,82,239,2,12,"Purdue","2017-03-19",2587,0,"Notre Dame ",15,0,107.9,115.7,-7.7,67.6,1.05,81,47.2,33.3,33.3,63.4,66.7,8.3,2,-6,82,88
1305,1,1,"Michigan","2015-12-31",2143,1,"Purdue ",12,0,95.5,98.2,-2.7,66.1,0.93,57.1,37.5,38.9,43.2,70.3,59.1,4.7,65,-2,63,65,251,1,12,"Purdue","2015-12-31",2143,0,"Michigan ",1,1,98.2,95.5,2.7,66.1,0.98,63.6,39.5,44.4,29.7,56.8,84,15,47,2,65,63
900,1,3,"Illinois","2016-01-03",2146,0,"Purdue ",12,0,84.9,90,-5.1,76.6,0.87,56.2,45.2,24,26.2,75,60,9.8,65,-4,65,69,252,1,12,"Purdue","2016-01-03",2146,1,"Illinois ",3,1,90,84.9,5.1,76.6,1,69.7,48.8,16.7,25,73.8,68.2,7.1,151,4,69,65
1031,1,9,"Northwestern","2016-01-07",2150,1,"Purdue ",12,0,85,106.3,-21.3,81.8,0.93,77.8,47.1,17.6,33.3,63.2,55.6,9.4,65,-14,71,85,253,1,12,"Purdue","2016-01-07",2150,0,"Northwestern ",9,1,106.3,85,21.3,81.8,1.08,81,52.8,25,36.8,66.7,75,5.9,91,14,85,71
392,1,4,"Indiana","2016-01-10",2153,0,"Purdue ",12,0,77.2,89.2,-12,69.7,0.83,78.6,45,11.8,18.4,68.6,75,10.3,65,-10,53,63,254,1,12,"Purdue","2016-01-10",2153,1,"Indiana ",4,1,89.2,77.2,12,69.7,0.89,71.4,43.1,16.7,31.4,81.6,53.8,22.5,49,10,63,53
1562,1,7,"Minnesota","2016-01-14",2157,0,"Purdue ",12,0,88.8,104.9,-16.1,80.6,0.93,76.5,47.8,21.7,32.5,63.8,63,4.1,65,-12,72,84,255,1,12,"Purdue","2016-01-14",2157,1,"Minnesota ",7,1,104.9,88.8,16.1,80.6,1,77.8,44.9,22.2,36.2,67.5,76.9,10.9,73,12,84,72
650,1,10,"Ohio St.","2016-01-17",2160,1,"Purdue ",12,1,120.6,95,25.5,74.2,1.39,64.3,60,56.5,19.2,54.8,50,14.3,65,20,90,70,256,1,12,"Purdue","2016-01-17",2160,0,"Ohio St. ",10,0,95,120.6,-25.5,74.2,0.95,85.7,40.8,33.3,45.2,80.8,53.8,5.7,11,-20,70,90
1437,1,8,"Nebraska","2016-01-20",2163,0,"Purdue ",12,1,88.5,89.5,-1,69.1,1.19,76.5,54.1,42.9,39.1,60.5,73.9,10.9,65,1,62,61,257,1,12,"Purdue","2016-01-20",2163,1,"Nebraska ",8,0,89.5,88.5,1,69.1,0.86,76.9,38.2,30,39.5,60.9,58.3,24.3,88,-1,61,62
122,1,5,"Iowa","2016-01-24",2167,0,"Purdue ",12,0,100.8,131.4,-30.6,70.5,1.21,68.2,54.1,46.2,24.1,52,57.7,6.5,65,-17,73,90,258,1,12,"Purdue","2016-01-24",2167,1,"Iowa ",5,1,131.4,100.8,30.6,70.5,1.33,75,58.7,58.3,48,75.9,70.6,18.9,55,17,90,73
1696,1,2,"Michigan St.","2016-01-27",2170,1,"Purdue ",12,1,97.6,81.7,15.9,69.1,0.99,91.7,50,23.8,34.2,76.9,57.7,13.6,65,12,68,56,259,1,12,"Purdue","2016-01-27",2170,0,"Michigan St. ",2,0,81.7,97.6,-15.9,69.1,0.88,66.7,43.2,18.2,23.1,65.8,61.9,16.7,20,-12,56,68
524,1,11,"Penn St.","2016-01-30",2173,1,"Purdue ",12,0,83,100.4,-17.4,72.7,0.93,94.7,36.9,40,31.1,67.5,35.7,5.9,65,-10,78,88,260,1,12,"Purdue","2016-01-30",2173,0,"Penn St. ",11,1,100.4,83,17.4,72.7,1.09,69.7,49,35.7,32.5,68.9,73.3,15.4,135,10,88,78
1176,1,6,"Maryland","2016-02-02",2176,0,"Purdue ",12,1,122.3,95.5,26.8,70.6,1.4,73.3,76.2,30.8,36.8,61.8,55.6,7,65,20,87,67,261,1,12,"Purdue","2016-02-02",2176,1,"Maryland ",6,0,95.5,122.3,-26.8,70.6,1.01,66.7,41.9,43.8,38.2,63.2,68,0,9,-20,67,87
1827,1,14,"Wisconsin","2016-02-08",2182,1,"Purdue ",12,1,98.8,86.1,12.7,65.5,0.97,50,47.1,36.4,42.9,75,53.6,7.1,65,7,64,57,262,1,12,"Purdue","2016-02-08",2182,0,"Wisconsin ",14,0,86.1,98.8,-12.7,65.5,0.98,90.9,45.2,27.3,25,57.1,59.1,7.8,177,-7,57,64
1179,1,6,"Maryland","2016-02-11",2185,1,"Purdue ",12,1,97.4,78.3,19,75.2,1.03,85.7,38.6,41.2,42.1,69,62.5,19.6,65,14,73,59,263,1,12,"Purdue","2016-02-11",2185,0,"Maryland ",6,0,78.3,97.4,-19,75.2,0.84,57.1,33.3,43.8,31,57.9,37.5,2.3,9,-14,59,73
1318,1,1,"Michigan","2016-02-14",2188,0,"Purdue ",12,1,97.8,89.1,8.7,69,1.02,65,40.5,46.7,37.8,60.5,83.3,6.8,65,7,68,61,264,1,12,"Purdue","2016-02-14",2188,1,"Michigan ",1,0,89.1,97.8,-8.7,69,0.92,59.1,40.9,33.3,39.5,62.2,63.6,14.3,47,-7,61,68
129,1,5,"Iowa","2016-02-18",2192,1,"Purdue ",12,1,91.4,81.2,10.2,68.3,1.09,73.9,54.8,0,35.7,61,56.5,14.3,65,8,63,55,265,1,12,"Purdue","2016-02-18",2192,0,"Iowa ",5,0,81.2,91.4,-10.2,68.3,0.82,70,42.9,20,39,64.3,50,7.1,55,-8,55,63
1446,1,8,"Nebraska","2016-02-21",2195,1,"Purdue ",12,0,76.7,103.3,-26.6,65.5,0.86,72.7,37.5,30.8,25,48.6,57.9,11.3,65,-18,50,68,266,1,12,"Purdue","2016-02-21",2195,0,"Nebraska ",8,1,103.3,76.7,26.6,65.5,1.02,83.3,50.9,27.3,51.4,75,46.7,17.5,88,18,68,50
790,1,13,"Rutgers","2016-02-25",2199,0,"Purdue ",12,0,92.9,100,-7.1,65.4,0.88,45.5,50,8.3,45.2,76.5,64.5,5.7,65,-6,68,74,267,1,12,"Purdue","2016-02-25",2199,1,"Rutgers ",13,1,100,92.9,7.1,65.4,1.07,73.7,50.9,28.6,23.5,54.8,72.4,8.3,53,6,74,68
1833,1,14,"Wisconsin","2016-02-28",2202,0,"Purdue ",12,0,69.7,106.8,-37,66.3,0.76,66.7,40.4,15.4,21.1,75.9,71.4,13.2,65,-20,48,68,268,1,12,"Purdue","2016-02-28",2202,1,"Wisconsin ",14,1,106.8,69.7,37,66.3,1.16,75,42.1,60,24.1,78.9,56,10.6,177,20,68,48
534,1,11,"Penn St.","2016-03-03",2206,0,"Purdue ",12,0,87.1,101.8,-14.7,68.3,0.93,80,46.7,21.4,36.1,59.5,41.7,13.6,65,-11,59,70,269,1,12,"Purdue","2016-03-03",2206,0,"Penn St. ",11,1,101.8,87.1,14.7,68.3,0.96,75.9,40.9,26.7,40.5,63.9,63.6,13.3,135,11,70,59
1707,1,2,"Michigan St.","2016-03-04",2207,0,"Purdue ",12,1,85.5,86,-0.5,75.2,0.9,73.7,47.1,8.3,36.6,77.4,56,12.5,65,1,65,64,270,1,12,"Purdue","2016-03-04",2207,0,"Michigan St. ",2,0,86,85.5,0.5,75.2,1.04,86.4,45,27.3,22.6,63.4,61.9,15.7,20,-1,64,65
